,id,base,exp,tau,type,strike,bid,ask,last_deal,th_price,sigma,underlying_price
610,Si070000BF0,SiM0,18-06-20,35,Call,70000.0,4500,0,5000,4654.0,16.204,74443.0
611,Si070250BF0,SiM0,18-06-20,35,Call,70250.0,1693,0,0,4432.0,16.155,74443.0
612,Si070500BF0,SiM0,18-06-20,35,Call,70500.0,102,0,0,4214.0,16.121,74443.0
613,Si070750BF0,SiM0,18-06-20,35,Call,70750.0,0,0,0,4000.0,16.102,74443.0
614,Si071000BF0,SiM0,18-06-20,35,Call,71000.0,0,14999,0,3792.0,16.097,74443.0
615,Si071250BF0,SiM0,18-06-20,35,Call,71250.0,1123,0,0,3589.0,16.106,74443.0
616,Si071500BF0,SiM0,18-06-20,35,Call,71500.0,0,0,0,3391.0,16.13,74443.0
617,Si071750BF0,SiM0,18-06-20,35,Call,71750.0,848,0,0,3200.0,16.167,74443.0
618,Si072000BF0,SiM0,18-06-20,35,Call,72000.0,463,0,3090,3016.0,16.218,74443.0
619,Si072250BF0,SiM0,18-06-20,35,Call,72250.0,108,0,0,2838.0,16.281,74443.0
620,Si072500BF0,SiM0,18-06-20,35,Call,72500.0,2595,2751,2900,2668.0,16.357,74443.0
621,Si072750BF0,SiM0,18-06-20,35,Call,72750.0,463,0,0,2505.0,16.445,74443.0
622,Si073000BF0,SiM0,18-06-20,35,Call,73000.0,2288,2407,2414,2350.0,16.545,74443.0
623,Si073250BF0,SiM0,18-06-20,35,Call,73250.0,0,0,0,2202.0,16.655,74443.0
624,Si073500BF0,SiM0,18-06-20,35,Call,73500.0,2004,2112,2242,2062.0,16.777,74443.0
625,Si073750BF0,SiM0,18-06-20,35,Call,73750.0,102,0,0,1930.0,16.908,74443.0
626,Si074000BF0,SiM0,18-06-20,35,Call,74000.0,1753,1869,1790,1806.0,17.05,74443.0
627,Si074250BF0,SiM0,18-06-20,35,Call,74250.0,102,0,0,1688.0,17.201,74443.0
628,Si074500BF0,SiM0,18-06-20,35,Call,74500.0,1544,1615,1700,1578.0,17.36,74443.0
629,Si074750BF0,SiM0,18-06-20,35,Call,74750.0,102,0,0,1476.0,17.528,74443.0
630,Si075000BF0,SiM0,18-06-20,35,Call,75000.0,1361,1432,1460,1379.0,17.703,74443.0
631,Si075250BF0,SiM0,18-06-20,35,Call,75250.0,102,0,0,1290.0,17.887,74443.0
632,Si075500BF0,SiM0,18-06-20,35,Call,75500.0,1187,1247,1300,1206.0,18.077,74443.0
633,Si075750BF0,SiM0,18-06-20,35,Call,75750.0,0,0,0,1128.0,18.273,74443.0
634,Si076000BF0,SiM0,18-06-20,35,Call,76000.0,1073,1104,1110,1056.0,18.476,74443.0
635,Si076250BF0,SiM0,18-06-20,35,Call,76250.0,0,0,0,989.0,18.684,74443.0
636,Si076500BF0,SiM0,18-06-20,35,Call,76500.0,933,940,940,927.0,18.898,74443.0
637,Si076750BF0,SiM0,18-06-20,35,Call,76750.0,0,0,0,869.0,19.116,74443.0
638,Si077000BF0,SiM0,18-06-20,35,Call,77000.0,836,867,835,816.0,19.339,74443.0
639,Si077250BF0,SiM0,18-06-20,35,Call,77250.0,0,0,0,766.0,19.566,74443.0
640,Si077500BF0,SiM0,18-06-20,35,Call,77500.0,722,760,755,720.0,19.797,74443.0
641,Si077750BF0,SiM0,18-06-20,35,Call,77750.0,0,0,0,678.0,20.031,74443.0
642,Si078000BF0,SiM0,18-06-20,35,Call,78000.0,645,687,718,638.0,20.269,74443.0
643,Si078250BF0,SiM0,18-06-20,35,Call,78250.0,0,0,0,602.0,20.508,74443.0
644,Si078500BF0,SiM0,18-06-20,35,Call,78500.0,569,613,618,568.0,20.751,74443.0
645,Si078750BF0,SiM0,18-06-20,35,Call,78750.0,0,0,0,536.0,20.995,74443.0
646,Si079000BF0,SiM0,18-06-20,35,Call,79000.0,510,540,512,507.0,21.241,74443.0
647,Si079250BF0,SiM0,18-06-20,35,Call,79250.0,3,0,0,479.0,21.488,74443.0
648,Si079500BF0,SiM0,18-06-20,35,Call,79500.0,434,473,0,454.0,21.737,74443.0
649,Si079750BF0,SiM0,18-06-20,35,Call,79750.0,0,0,0,430.0,21.986,74443.0
650,Si080000BF0,SiM0,18-06-20,35,Call,80000.0,400,427,425,408.0,22.236,74443.0
651,Si080250BF0,SiM0,18-06-20,35,Call,80250.0,301,0,0,388.0,22.487,74443.0
652,Si080500BF0,SiM0,18-06-20,35,Call,80500.0,315,382,362,368.0,22.737,74443.0
653,Si080750BF0,SiM0,18-06-20,35,Call,80750.0,0,0,0,350.0,22.987,74443.0
654,Si081000BF0,SiM0,18-06-20,35,Call,81000.0,279,344,340,333.0,23.237,74443.0
655,Si081250BF0,SiM0,18-06-20,35,Call,81250.0,0,0,0,317.0,23.487,74443.0
656,Si081500BF0,SiM0,18-06-20,35,Call,81500.0,243,309,349,302.0,23.736,74443.0
657,Si081750BF0,SiM0,18-06-20,35,Call,81750.0,0,0,0,288.0,23.983,74443.0
658,Si082000BF0,SiM0,18-06-20,35,Call,82000.0,224,292,270,275.0,24.23,74443.0
659,Si082250BF0,SiM0,18-06-20,35,Call,82250.0,0,0,0,263.0,24.475,74443.0
660,Si082500BF0,SiM0,18-06-20,35,Call,82500.0,188,263,290,251.0,24.719,74443.0
661,Si082750BF0,SiM0,18-06-20,35,Call,82750.0,0,0,0,240.0,24.961,74443.0
662,Si083000BF0,SiM0,18-06-20,35,Call,83000.0,172,247,0,229.0,25.201,74443.0
663,Si083250BF0,SiM0,18-06-20,35,Call,83250.0,0,0,0,219.0,25.439,74443.0
664,Si083500BF0,SiM0,18-06-20,35,Call,83500.0,144,218,0,210.0,25.676,74443.0
665,Si083750BF0,SiM0,18-06-20,35,Call,83750.0,0,0,0,201.0,25.91,74443.0
666,Si084000BF0,SiM0,18-06-20,35,Call,84000.0,150,203,185,192.0,26.141,74443.0
667,Si084250BF0,SiM0,18-06-20,35,Call,84250.0,0,0,0,184.0,26.371,74443.0
668,Si084500BF0,SiM0,18-06-20,35,Call,84500.0,111,185,171,176.0,26.597,74443.0
669,Si084750BF0,SiM0,18-06-20,35,Call,84750.0,0,0,0,169.0,26.821,74443.0
670,Si085000BF0,SiM0,18-06-20,35,Call,85000.0,116,161,170,162.0,27.043,74443.0
671,Si085250BF0,SiM0,18-06-20,35,Call,85250.0,0,0,0,155.0,27.261,74443.0
672,Si085500BF0,SiM0,18-06-20,35,Call,85500.0,91,145,0,149.0,27.477,74443.0
673,Si085750BF0,SiM0,18-06-20,35,Call,85750.0,0,0,0,142.0,27.69,74443.0
674,Si086000BF0,SiM0,18-06-20,35,Call,86000.0,90,134,0,136.0,27.899,74443.0
675,Si086250BF0,SiM0,18-06-20,35,Call,86250.0,0,0,0,131.0,28.106,74443.0
676,Si086500BF0,SiM0,18-06-20,35,Call,86500.0,89,0,148,125.0,28.309,74443.0
677,Si086750BF0,SiM0,18-06-20,35,Call,86750.0,0,0,0,120.0,28.51,74443.0
678,Si087000BF0,SiM0,18-06-20,35,Call,87000.0,91,4999,0,115.0,28.707,74443.0
679,Si087250BF0,SiM0,18-06-20,35,Call,87250.0,1,0,0,110.0,28.901,74443.0
680,Si087500BF0,SiM0,18-06-20,35,Call,87500.0,1,0,0,106.0,29.091,74443.0
681,Si087750BF0,SiM0,18-06-20,35,Call,87750.0,0,0,0,101.0,29.278,74443.0
682,Si088000BF0,SiM0,18-06-20,35,Call,88000.0,70,999,0,97.0,29.462,74443.0
683,Si088250BF0,SiM0,18-06-20,35,Call,88250.0,0,0,0,93.0,29.643,74443.0
684,Si088500BF0,SiM0,18-06-20,35,Call,88500.0,1,0,80,89.0,29.82,74443.0
685,Si088750BF0,SiM0,18-06-20,35,Call,88750.0,0,0,0,85.0,29.994,74443.0
686,Si089000BF0,SiM0,18-06-20,35,Call,89000.0,15,4999,0,82.0,30.165,74443.0
687,Si089250BF0,SiM0,18-06-20,35,Call,89250.0,0,0,0,78.0,30.332,74443.0
688,Si089500BF0,SiM0,18-06-20,35,Call,89500.0,3,0,0,75.0,30.496,74443.0
689,Si090000BF0,SiM0,18-06-20,35,Call,90000.0,66,98,75,69.0,30.814,74443.0
690,Si090500BF0,SiM0,18-06-20,35,Call,90500.0,7,180,0,63.0,31.118,74443.0
691,Si091000BF0,SiM0,18-06-20,35,Call,91000.0,30,0,0,57.0,31.409,74443.0
692,Si091500BF0,SiM0,18-06-20,35,Call,91500.0,29,0,0,52.0,31.688,74443.0
693,Si092000BF0,SiM0,18-06-20,35,Call,92000.0,20,100,0,48.0,31.954,74443.0
694,Si092500BF0,SiM0,18-06-20,35,Call,92500.0,20,0,0,43.0,32.207,74443.0
695,Si093000BF0,SiM0,18-06-20,35,Call,93000.0,20,0,0,39.0,32.448,74443.0
696,Si093750BF0,SiM0,18-06-20,35,Call,93750.0,9,0,0,34.0,32.787,74443.0
697,Si094000BF0,SiM0,18-06-20,35,Call,94000.0,18,65,65,32.0,32.894,74443.0
698,Si095000BF0,SiM0,18-06-20,35,Call,95000.0,21,50,45,26.0,33.296,74443.0
699,Si096000BF0,SiM0,18-06-20,35,Call,96000.0,20,40,40,21.0,33.656,74443.0
700,Si096250BF0,SiM0,18-06-20,35,Call,96250.0,10,0,0,20.0,33.74,74443.0
701,Si050000BR0,SiM0,18-06-20,35,Put,50000.0,2,40,0,3.0,43.177,74443.0
702,Si050250BR0,SiM0,18-06-20,35,Put,50250.0,0,0,0,4.0,42.898,74443.0
703,Si050500BR0,SiM0,18-06-20,35,Put,50500.0,0,0,0,4.0,42.61,74443.0
704,Si050750BR0,SiM0,18-06-20,35,Put,50750.0,0,0,0,4.0,42.312,74443.0
705,Si051000BR0,SiM0,18-06-20,35,Put,51000.0,0,0,0,4.0,42.006,74443.0
706,Si051250BR0,SiM0,18-06-20,35,Put,51250.0,0,0,0,4.0,41.69,74443.0
707,Si051500BR0,SiM0,18-06-20,35,Put,51500.0,0,0,0,5.0,41.367,74443.0
708,Si051750BR0,SiM0,18-06-20,35,Put,51750.0,0,0,0,5.0,41.034,74443.0
709,Si052000BR0,SiM0,18-06-20,35,Put,52000.0,0,0,0,5.0,40.693,74443.0
710,Si052250BR0,SiM0,18-06-20,35,Put,52250.0,0,0,0,5.0,40.344,74443.0
711,Si052500BR0,SiM0,18-06-20,35,Put,52500.0,0,0,0,5.0,39.987,74443.0
712,Si052750BR0,SiM0,18-06-20,35,Put,52750.0,0,0,0,6.0,39.623,74443.0
713,Si053000BR0,SiM0,18-06-20,35,Put,53000.0,0,0,0,6.0,39.251,74443.0
714,Si053250BR0,SiM0,18-06-20,35,Put,53250.0,0,0,0,6.0,38.871,74443.0
715,Si053500BR0,SiM0,18-06-20,35,Put,53500.0,0,0,0,6.0,38.485,74443.0
716,Si053750BR0,SiM0,18-06-20,35,Put,53750.0,0,0,0,6.0,38.092,74443.0
717,Si054000BR0,SiM0,18-06-20,35,Put,54000.0,0,0,0,7.0,37.693,74443.0
718,Si054250BR0,SiM0,18-06-20,35,Put,54250.0,0,0,0,7.0,37.288,74443.0
719,Si054500BR0,SiM0,18-06-20,35,Put,54500.0,0,0,0,7.0,36.878,74443.0
720,Si054750BR0,SiM0,18-06-20,35,Put,54750.0,0,0,0,7.0,36.463,74443.0
721,Si055000BR0,SiM0,18-06-20,35,Put,55000.0,4,50,0,7.0,36.042,74443.0
722,Si055250BR0,SiM0,18-06-20,35,Put,55250.0,0,0,0,7.0,35.618,74443.0
723,Si055500BR0,SiM0,18-06-20,35,Put,55500.0,0,0,0,7.0,35.189,74443.0
724,Si055750BR0,SiM0,18-06-20,35,Put,55750.0,0,0,0,8.0,34.757,74443.0
725,Si056000BR0,SiM0,18-06-20,35,Put,56000.0,0,0,0,8.0,34.322,74443.0
726,Si056250BR0,SiM0,18-06-20,35,Put,56250.0,0,0,0,8.0,33.884,74443.0
727,Si056500BR0,SiM0,18-06-20,35,Put,56500.0,0,0,0,8.0,33.445,74443.0
728,Si057000BR0,SiM0,18-06-20,35,Put,57000.0,1,11,0,8.0,32.56,74443.0
729,Si057250BR0,SiM0,18-06-20,35,Put,57250.0,0,0,0,8.0,32.116,74443.0
730,Si057500BR0,SiM0,18-06-20,35,Put,57500.0,0,0,0,8.0,31.672,74443.0
731,Si058000BR0,SiM0,18-06-20,35,Put,58000.0,0,0,0,9.0,30.785,74443.0
732,Si058250BR0,SiM0,18-06-20,35,Put,58250.0,0,0,0,9.0,30.342,74443.0
733,Si059000BR0,SiM0,18-06-20,35,Put,59000.0,0,0,0,9.0,29.025,74443.0
734,Si059250BR0,SiM0,18-06-20,35,Put,59250.0,0,0,0,9.0,28.59,74443.0
735,Si059500BR0,SiM0,18-06-20,35,Put,59500.0,0,0,0,9.0,28.158,74443.0
736,Si059750BR0,SiM0,18-06-20,35,Put,59750.0,0,0,0,9.0,27.73,74443.0
737,Si060000BR0,SiM0,18-06-20,35,Put,60000.0,6,78,0,10.0,27.306,74443.0
738,Si060250BR0,SiM0,18-06-20,35,Put,60250.0,0,0,0,10.0,26.885,74443.0
739,Si060500BR0,SiM0,18-06-20,35,Put,60500.0,0,0,0,10.0,26.469,74443.0
740,Si060750BR0,SiM0,18-06-20,35,Put,60750.0,0,0,0,10.0,26.058,74443.0
741,Si061000BR0,SiM0,18-06-20,35,Put,61000.0,0,0,0,10.0,25.651,74443.0
742,Si061250BR0,SiM0,18-06-20,35,Put,61250.0,0,0,0,11.0,25.25,74443.0
743,Si061500BR0,SiM0,18-06-20,35,Put,61500.0,0,82,0,11.0,24.854,74443.0
744,Si061750BR0,SiM0,18-06-20,35,Put,61750.0,0,0,0,11.0,24.464,74443.0
745,Si062000BR0,SiM0,18-06-20,35,Put,62000.0,10,78,10,12.0,24.08,74443.0
746,Si062250BR0,SiM0,18-06-20,35,Put,62250.0,0,0,0,12.0,23.702,74443.0
747,Si062500BR0,SiM0,18-06-20,35,Put,62500.0,1,83,0,12.0,23.331,74443.0
748,Si062750BR0,SiM0,18-06-20,35,Put,62750.0,0,0,0,13.0,22.965,74443.0
749,Si063000BR0,SiM0,18-06-20,35,Put,63000.0,11,100,11,13.0,22.607,74443.0
750,Si063250BR0,SiM0,18-06-20,35,Put,63250.0,0,0,0,14.0,22.255,74443.0
751,Si063500BR0,SiM0,18-06-20,35,Put,63500.0,10,100,10,15.0,21.91,74443.0
752,Si063750BR0,SiM0,18-06-20,35,Put,63750.0,0,0,0,16.0,21.572,74443.0
753,Si064000BR0,SiM0,18-06-20,35,Put,64000.0,15,100,0,16.0,21.241,74443.0
754,Si064250BR0,SiM0,18-06-20,35,Put,64250.0,0,0,0,17.0,20.918,74443.0
755,Si064500BR0,SiM0,18-06-20,35,Put,64500.0,1,62,0,19.0,20.602,74443.0
756,Si064750BR0,SiM0,18-06-20,35,Put,64750.0,0,0,0,20.0,20.294,74443.0
757,Si065000BR0,SiM0,18-06-20,35,Put,65000.0,21,37,37,21.0,19.993,74443.0
758,Si065250BR0,SiM0,18-06-20,35,Put,65250.0,0,0,0,23.0,19.701,74443.0
759,Si065500BR0,SiM0,18-06-20,35,Put,65500.0,20,66,0,25.0,19.417,74443.0
760,Si065750BR0,SiM0,18-06-20,35,Put,65750.0,21,0,0,27.0,19.142,74443.0
761,Si066000BR0,SiM0,18-06-20,35,Put,66000.0,22,69,0,29.0,18.876,74443.0
762,Si066250BR0,SiM0,18-06-20,35,Put,66250.0,23,0,0,32.0,18.62,74443.0
763,Si066500BR0,SiM0,18-06-20,35,Put,66500.0,25,73,0,35.0,18.373,74443.0
764,Si066750BR0,SiM0,18-06-20,35,Put,66750.0,26,0,0,39.0,18.136,74443.0
765,Si067000BR0,SiM0,18-06-20,35,Put,67000.0,27,60,0,43.0,17.91,74443.0
766,Si067250BR0,SiM0,18-06-20,35,Put,67250.0,28,0,0,47.0,17.696,74443.0
767,Si067500BR0,SiM0,18-06-20,35,Put,67500.0,30,81,0,53.0,17.493,74443.0
768,Si067750BR0,SiM0,18-06-20,35,Put,67750.0,32,0,0,59.0,17.302,74443.0
769,Si068000BR0,SiM0,18-06-20,35,Put,68000.0,40,65,65,67.0,17.124,74443.0
770,Si068250BR0,SiM0,18-06-20,35,Put,68250.0,36,0,0,75.0,16.959,74443.0
771,Si068500BR0,SiM0,18-06-20,35,Put,68500.0,40,113,0,85.0,16.808,74443.0
772,Si068750BR0,SiM0,18-06-20,35,Put,68750.0,42,0,0,97.0,16.671,74443.0
773,Si069000BR0,SiM0,18-06-20,35,Put,69000.0,62,132,95,110.0,16.508,74443.0
774,Si069250BR0,SiM0,18-06-20,35,Put,69250.0,45,0,0,126.0,16.4,74443.0
775,Si069500BR0,SiM0,18-06-20,35,Put,69500.0,111,180,0,144.0,16.308,74443.0
776,Si069750BR0,SiM0,18-06-20,35,Put,69750.0,60,0,0,165.0,16.23,74443.0
777,Si070000BR0,SiM0,18-06-20,35,Put,70000.0,153,175,159,190.0,16.167,74443.0
778,Si070250BR0,SiM0,18-06-20,35,Put,70250.0,80,0,0,218.0,16.119,74443.0
779,Si070500BR0,SiM0,18-06-20,35,Put,70500.0,211,244,243,250.0,16.086,74443.0
780,Si070750BR0,SiM0,18-06-20,35,Put,70750.0,90,0,0,286.0,16.068,74443.0
781,Si071000BR0,SiM0,18-06-20,35,Put,71000.0,288,310,282,328.0,16.065,74443.0
782,Si071250BR0,SiM0,18-06-20,35,Put,71250.0,110,0,0,375.0,16.075,74443.0
783,Si071500BR0,SiM0,18-06-20,35,Put,71500.0,384,447,370,428.0,16.1,74443.0
784,Si071750BR0,SiM0,18-06-20,35,Put,71750.0,130,0,0,487.0,16.139,74443.0
785,Si072000BR0,SiM0,18-06-20,35,Put,72000.0,513,553,502,553.0,16.19,74443.0
786,Si072250BR0,SiM0,18-06-20,35,Put,72250.0,500,0,0,626.0,16.255,74443.0
787,Si072500BR0,SiM0,18-06-20,35,Put,72500.0,686,743,659,706.0,16.332,74443.0
788,Si072750BR0,SiM0,18-06-20,35,Put,72750.0,160,0,0,793.0,16.422,74443.0
789,Si073000BR0,SiM0,18-06-20,35,Put,73000.0,879,934,776,888.0,16.523,74443.0
790,Si073250BR0,SiM0,18-06-20,35,Put,73250.0,170,0,0,991.0,16.635,74443.0
791,Si073500BR0,SiM0,18-06-20,35,Put,73500.0,1095,1155,946,1102.0,16.758,74443.0
792,Si073750BR0,SiM0,18-06-20,35,Put,73750.0,0,0,0,1220.0,16.89,74443.0
793,Si074000BR0,SiM0,18-06-20,35,Put,74000.0,1340,1400,1370,1346.0,17.033,74443.0
794,Si074250BR0,SiM0,18-06-20,35,Put,74250.0,0,0,0,1479.0,17.185,74443.0
795,Si074500BR0,SiM0,18-06-20,35,Put,74500.0,1623,1691,1590,1620.0,17.346,74443.0
796,Si074750BR0,SiM0,18-06-20,35,Put,74750.0,0,0,0,1767.0,17.515,74443.0
797,Si075000BR0,SiM0,18-06-20,35,Put,75000.0,1904,2018,1770,1921.0,17.692,74443.0
798,Si075250BR0,SiM0,18-06-20,35,Put,75250.0,0,0,0,2082.0,17.876,74443.0
799,Si075500BR0,SiM0,18-06-20,35,Put,75500.0,2235,2341,2422,2249.0,18.067,74443.0
800,Si075750BR0,SiM0,18-06-20,35,Put,75750.0,0,0,0,2422.0,18.265,74443.0
801,Si076000BR0,SiM0,18-06-20,35,Put,76000.0,2615,2701,2486,2600.0,18.469,74443.0
802,Si076250BR0,SiM0,18-06-20,35,Put,76250.0,0,0,0,2783.0,18.679,74443.0
803,Si076500BR0,SiM0,18-06-20,35,Put,76500.0,2923,3030,0,2971.0,18.894,74443.0
804,Si076750BR0,SiM0,18-06-20,35,Put,76750.0,0,0,0,3164.0,19.113,74443.0
805,Si077000BR0,SiM0,18-06-20,35,Put,77000.0,1384,0,0,3361.0,19.337,74443.0
806,Si077250BR0,SiM0,18-06-20,35,Put,77250.0,0,0,0,3562.0,19.566,74443.0
807,Si077500BR0,SiM0,18-06-20,35,Put,77500.0,1850,9998,3900,3766.0,19.798,74443.0
808,Si077750BR0,SiM0,18-06-20,35,Put,77750.0,0,0,0,3974.0,20.033,74443.0
809,Si078000BR0,SiM0,18-06-20,35,Put,78000.0,0,0,0,4184.0,20.271,74443.0
810,Si078250BR0,SiM0,18-06-20,35,Put,78250.0,0,0,0,4398.0,20.512,74443.0
811,Si078500BR0,SiM0,18-06-20,35,Put,78500.0,0,0,0,4614.0,20.755,74443.0
812,Si078750BR0,SiM0,18-06-20,35,Put,78750.0,0,0,0,4833.0,21.001,74443.0
813,Si079000BR0,SiM0,18-06-20,35,Put,79000.0,2778,6800,0,5054.0,21.248,74443.0
814,Si079250BR0,SiM0,18-06-20,35,Put,79250.0,0,0,0,5277.0,21.496,74443.0
815,Si079500BR0,SiM0,18-06-20,35,Put,79500.0,0,0,0,5501.0,21.746,74443.0
816,Si079750BR0,SiM0,18-06-20,35,Put,79750.0,0,0,0,5728.0,21.996,74443.0
817,Si080000BR0,SiM0,18-06-20,35,Put,80000.0,0,0,0,5956.0,22.247,74443.0
818,Si080250BR0,SiM0,18-06-20,35,Put,80250.0,0,0,0,6185.0,22.499,74443.0
819,Si080500BR0,SiM0,18-06-20,35,Put,80500.0,3781,0,6070,6416.0,22.75,74443.0
820,Si080750BR0,SiM0,18-06-20,35,Put,80750.0,0,0,0,6648.0,23.002,74443.0
821,Si081000BR0,SiM0,18-06-20,35,Put,81000.0,4576,0,0,6881.0,23.253,74443.0
822,Si081250BR0,SiM0,18-06-20,35,Put,81250.0,0,0,0,7115.0,23.503,74443.0
823,Si081500BR0,SiM0,18-06-20,35,Put,81500.0,0,0,0,7351.0,23.753,74443.0
824,Si081750BR0,SiM0,18-06-20,35,Put,81750.0,0,0,0,7587.0,24.002,74443.0
825,Si082000BR0,SiM0,18-06-20,35,Put,82000.0,0,11999,0,7823.0,24.249,74443.0
826,Si082250BR0,SiM0,18-06-20,35,Put,82250.0,0,0,0,8061.0,24.495,74443.0
827,Si082500BR0,SiM0,18-06-20,35,Put,82500.0,0,0,0,8299.0,24.74,74443.0
828,Si082750BR0,SiM0,18-06-20,35,Put,82750.0,0,0,0,8538.0,24.983,74443.0
829,Si083000BR0,SiM0,18-06-20,35,Put,83000.0,0,0,0,8778.0,25.224,74443.0
830,Si083250BR0,SiM0,18-06-20,35,Put,83250.0,0,0,0,9018.0,25.464,74443.0
831,Si083500BR0,SiM0,18-06-20,35,Put,83500.0,0,0,0,9258.0,25.701,74443.0
832,Si083750BR0,SiM0,18-06-20,35,Put,83750.0,0,0,0,9499.0,25.936,74443.0
833,Si084000BR0,SiM0,18-06-20,35,Put,84000.0,0,0,0,9741.0,26.168,74443.0
834,Si084250BR0,SiM0,18-06-20,35,Put,84250.0,0,0,0,9983.0,26.399,74443.0
835,Si084500BR0,SiM0,18-06-20,35,Put,84500.0,0,0,0,10225.0,26.626,74443.0
836,Si084750BR0,SiM0,18-06-20,35,Put,84750.0,0,0,0,10468.0,26.851,74443.0
837,Si085000BR0,SiM0,18-06-20,35,Put,85000.0,0,0,0,10711.0,27.074,74443.0
838,Si085250BR0,SiM0,18-06-20,35,Put,85250.0,0,0,0,10954.0,27.293,74443.0
839,Si085500BR0,SiM0,18-06-20,35,Put,85500.0,0,0,0,11198.0,27.51,74443.0
840,Si085750BR0,SiM0,18-06-20,35,Put,85750.0,0,0,0,11442.0,27.723,74443.0
841,Si086000BR0,SiM0,18-06-20,35,Put,86000.0,0,0,0,11686.0,27.934,74443.0
842,Si086250BR0,SiM0,18-06-20,35,Put,86250.0,0,0,0,11930.0,28.141,74443.0
843,Si086500BR0,SiM0,18-06-20,35,Put,86500.0,0,0,0,12175.0,28.346,74443.0
844,Si086750BR0,SiM0,18-06-20,35,Put,86750.0,0,0,0,12419.0,28.547,74443.0
845,Si087000BR0,SiM0,18-06-20,35,Put,87000.0,0,0,0,12665.0,28.745,74443.0
846,Si087250BR0,SiM0,18-06-20,35,Put,87250.0,0,0,0,12910.0,28.94,74443.0
847,Si087500BR0,SiM0,18-06-20,35,Put,87500.0,0,0,0,13155.0,29.131,74443.0
848,Si087750BR0,SiM0,18-06-20,35,Put,87750.0,0,0,0,13401.0,29.319,74443.0
849,Si088000BR0,SiM0,18-06-20,35,Put,88000.0,0,0,0,13647.0,29.504,74443.0
850,Si088250BR0,SiM0,18-06-20,35,Put,88250.0,0,0,0,13892.0,29.686,74443.0
851,Si088500BR0,SiM0,18-06-20,35,Put,88500.0,0,0,0,14139.0,29.864,74443.0
852,Si088750BR0,SiM0,18-06-20,35,Put,88750.0,0,0,0,14385.0,30.039,74443.0
853,Si089000BR0,SiM0,18-06-20,35,Put,89000.0,0,0,0,14631.0,30.21,74443.0
854,Si089250BR0,SiM0,18-06-20,35,Put,89250.0,0,0,0,14878.0,30.378,74443.0
855,Si089500BR0,SiM0,18-06-20,35,Put,89500.0,0,0,0,15124.0,30.543,74443.0
856,Si090000BR0,SiM0,18-06-20,35,Put,90000.0,15100,0,0,15618.0,30.863,74443.0
857,Si090500BR0,SiM0,18-06-20,35,Put,90500.0,0,0,0,16112.0,31.169,74443.0
858,Si091000BR0,SiM0,18-06-20,35,Put,91000.0,0,0,0,16607.0,31.462,74443.0
859,Si091500BR0,SiM0,18-06-20,35,Put,91500.0,0,0,0,17102.0,31.742,74443.0
860,Si092000BR0,SiM0,18-06-20,35,Put,92000.0,0,0,0,17597.0,32.009,74443.0
861,Si092500BR0,SiM0,18-06-20,35,Put,92500.0,0,0,0,18093.0,32.264,74443.0
862,Si093000BR0,SiM0,18-06-20,35,Put,93000.0,0,0,0,18589.0,32.507,74443.0
863,Si093750BR0,SiM0,18-06-20,35,Put,93750.0,0,0,0,19333.0,32.848,74443.0
864,Si094000BR0,SiM0,18-06-20,35,Put,94000.0,0,0,0,19582.0,32.956,74443.0
865,Si095000BR0,SiM0,18-06-20,35,Put,95000.0,20000,0,0,20576.0,33.361,74443.0
866,Si096000BR0,SiM0,18-06-20,35,Put,96000.0,0,0,0,21571.0,33.723,74443.0
867,Si096250BR0,SiM0,18-06-20,35,Put,96250.0,0,0,0,21819.0,33.808,74443.0
